,Tag No.,Tagged State,Tagged Date,Reported State,Reported Country,Reported Date,Miles
711,AGM147,IA,2001-08-30,MICH,MEXICO,2002-02-13,1658.0
712,AGM070,IA,2001-08-28,MICH,MEXICO,2002-03-09,1658.0
713,AGM036,IA,2001-08-28,MICH,MEXICO,2002-03-04,1658.0
714,AGM023,IA,2001-08-28,MICH,MEXICO,2002-02-26,1658.0
715,AGM017,IA,2001-08-28,MICH,MEXICO,2002-01-24,1658.0
716,AGM041,IA,2001-08-28,MICH,MEXICO,2002-01-20,1658.0
717,AGM227,IA,2001-08-27,MICH,MEXICO,2002-03-01,1658.0
718,AGM243,IA,2001-08-27,MICH,MEXICO,2002-02-26,1658.0
719,AGM307,IA,2001-08-27,MICH,MEXICO,2002-02-26,1658.0
720,AGM371,IA,2001-08-27,MICH,MEXICO,2002-02-21,1658.0
721,AGL929,IA,2001-08-22,MICH,MEXICO,2002-03-04,1658.0
722,AGL880,IA,2001-08-22,MICH,MEXICO,2002-02-26,1658.0
723,AHW743,SD,2001-09-01,MICH,MEXICO,2002-02-27,1657.0
724,AHW728,SD,2001-09-01,MICH,MEXICO,2002-02-26,1657.0
725,ADY273,SD,2001-09-06,MICH,MEXICO,2002-03-19,1657.0
726,ADY179,SD,2001-09-06,MICH,MEXICO,2002-03-06,1657.0
727,ADY081,SD,2001-09-04,MICH,MEXICO,2002-02-27,1657.0
728,AHW223,SD,2001-09-06,MICH,MEXICO,2002-02-27,1657.0
729,AHW964,SD,2001-09-05,MICH,MEXICO,2002-02-20,1657.0
730,AHW392,SD,2001-09-06,MICH,MEXICO,2002-03-01,1657.0
731,AHW598,SD,2001-09-01,MICH,MEXICO,,1657.0
732,AHW722,SD,2001-09-01,MICH,MEXICO,2002-03-19,1657.0
733,AHW745,SD,2001-09-01,MICH,MEXICO,2002-03-08,1657.0
734,AHU911,SD,2001-08-29,MICH,MEXICO,2002-02-20,1657.0
735,ACB037,IN,2001-09-02,MICH,MEXICO,2002-01-06,1656.0
736,AGL252,SD,2001-08-28,MICH,MEXICO,2002-03-04,1654.0
737,AGL232,SD,2001-08-25,MICH,MEXICO,2002-02-28,1654.0
738,ADY293,SD,2001-09-06,MICH,MEXICO,2002-02-26,1654.0
739,AGM225,IA,2001-08-27,MICH,MEXICO,2002-02-25,1654.0
740,ACA671,OH,2001-09-10,MICH,MEXICO,2002-03-12,1654.0
741,ACA627,OH,2001-09-10,MICH,MEXICO,2002-01-20,1654.0
742,ACK846,IA,2001-09-04,MICH,MEXICO,2002-03-01,1654.0
743,ACK834,IA,2001-09-02,MICH,MEXICO,2002-02-26,1654.0
744,AGM113,IA,2001-08-30,MICH,MEXICO,2002-02-26,1654.0
745,AGL978,IA,2001-08-27,MICH,MEXICO,2002-02-27,1654.0
746,AIQ676,IA,2001-09-05,MICH,MEXICO,2002-03-03,1653.0
747,AGF785,IA,2001-09-10,MICH,MEXICO,2002-03-04,1652.0
748,ACQ378,IA,2001-08-19,MICH,MEXICO,2002-01-22,1652.0
749,AID159,IN,2001-08-30,MICH,MEXICO,2002-03-01,1650.0
750,AGQ066,IL,2001-09-12,MICH,MEXICO,2002-02-27,1649.0
751,AGQ042,IL,2001-09-12,MICH,MEXICO,2002-01-21,1649.0
752,AGP784,IL,2001-09-02,MICH,MEXICO,2002-03-09,1649.0
753,AGP810,IL,2001-09-02,MICH,MEXICO,2002-02-26,1649.0
754,AGP833,IL,2001-08-08,MICH,MEXICO,2002-03-12,1649.0
755,AGP834,IL,2001-08-08,MICH,MEXICO,2002-02-28,1649.0
756,AGP827,IL,2001-08-08,MICH,MEXICO,2002-02-21,1649.0
757,AGP907,IL,2001-08-03,MICH,MEXICO,2002-01-21,1649.0
758,ACL036,IA,2001-09-14,MICH,MEXICO,2002-03-11,1649.0
759,ACK813,IA,2001-09-01,MICH,MEXICO,2002-02-21,1649.0
760,ACQ331,IA,2001-09-11,MICH,MEXICO,2002-02-27,1648.0
761,ACL020,IA,2001-09-12,MICH,MEXICO,2002-02-27,1647.0
762,ACS194,IA,,MICH,MEXICO,2002-02-18,1647.0
763,ACS197,IA,,MICH,MEXICO,2002-02-16,1647.0
764,ACS297,IA,2001-09-10,MICH,MEXICO,2002-01-18,1647.0
765,ACP814,IA,2001-09-11,MICH,MEXICO,2002-02-13,1646.0
766,ACP841,IA,2001-09-10,MICH,MEXICO,2002-03-04,1646.0
767,AGP781,IL,2001-09-02,MICH,MEXICO,2002-02-27,1644.0
768,ACK946,IA,2001-09-11,MICH,MEXICO,2002-03-09,1644.0
769,ACK986,IA,2001-09-11,MICH,MEXICO,2002-03-04,1644.0
770,ABU517,IA,2001-09-10,MICH,MEXICO,2002-02-26,1644.0
771,ABU515,IA,2001-09-10,MICH,MEXICO,2002-01-21,1644.0
772,AHE824,IA,2001-08-25,MICH,MEXICO,2002-03-03,1643.0
773,AIS704,IA,2001-09-06,MICH,MEXICO,2002-03-09,1643.0
774,ACP770,IA,2001-09-03,MICH,MEXICO,2002-02-26,1642.0
775,AIO521,OH,2001-09-08,MICH,MEXICO,2002-02-27,1642.0
776,AIO657,IA,2001-09-12,MICH,MEXICO,2002-03-12,1641.0
777,ACN400,IA,,MICH,MEXICO,2002-02-26,1641.0
778,ACS121,IA,2001-09-11,MICH,MEXICO,2002-01-18,1641.0
779,ACM464,IA,2001-09-11,MICH,MEXICO,2002-03-06,1639.0
780,ACM191,IA,2001-09-16,MICH,MEXICO,2002-02-26,1639.0
781,AFW053,OH,2001-08-25,MICH,MEXICO,2002-02-20,1638.0
782,AID798,IA,2001-09-04,MICH,MEXICO,2002-03-04,1631.0
783,ACU229,IA,2001-09-12,MICH,MEXICO,2002-02-26,1631.0
784,ACU282,IA,2001-09-12,MICH,MEXICO,2002-02-21,1631.0
785,ACU280,IA,2001-09-12,MICH,MEXICO,2002-02-13,1631.0
786,ACU124,IA,2001-09-10,MICH,MEXICO,2002-03-13,1631.0
787,ACU160,IA,2001-09-10,MICH,MEXICO,2002-03-08,1631.0
788,ACU198,IA,2001-09-10,MICH,MEXICO,2002-03-01,1631.0
789,ACU200,IA,2001-09-10,MICH,MEXICO,2002-02-26,1631.0
790,ACU116,IA,2001-09-10,MICH,MEXICO,2002-02-11,1631.0
791,ACU004,IA,2001-08-26,MICH,MEXICO,2002-03-12,1631.0
792,AGE955,IL,2001-09-06,MICH,MEXICO,2002-03-13,1629.0
793,AHF286,IA,2001-09-03,MICH,MEXICO,2002-03-08,1628.0
794,AHF201,IA,2001-09-03,MICH,MEXICO,2002-02-28,1628.0
795,AHF279,IA,2001-09-03,MICH,MEXICO,2002-02-26,1628.0
796,AHF081,IA,2001-09-02,MICH,MEXICO,2002-03-12,1628.0
797,AHF105,IA,2001-09-02,MICH,MEXICO,2002-03-07,1628.0
798,AHF118,IA,2001-09-01,MICH,MEXICO,2002-02-26,1628.0
799,AHF017,IA,2001-09-01,MICH,MEXICO,2002-01-06,1628.0
800,AHE975,IA,2001-08-27,MICH,MEXICO,2002-03-08,1628.0
801,AHE954,IA,2001-08-27,MICH,MEXICO,2002-02-26,1628.0
802,AHE937,IA,2001-08-26,MICH,MEXICO,2002-03-01,1628.0
803,AHE915,IA,2001-08-26,MICH,MEXICO,2002-02-26,1628.0
804,AHE814,IA,2001-08-24,MICH,MEXICO,2002-01-11,1628.0
805,AHE785,IA,2001-08-24,MICH,MEXICO,2002-01-06,1628.0
806,ACU193,IA,2001-09-10,MICH,MEXICO,2002-02-20,1627.0
807,ACN114,IA,2001-09-01,MICH,MEXICO,2002-02-26,1626.0
808,250JI,IA,1999-09-22,MICH,MEXICO,2000-12-01,1625.0
809,AFW575,IN,2001-09-08,MICH,MEXICO,2002-03-09,1624.0
810,AFW566,IN,2001-09-08,MICH,MEXICO,2002-02-20,1624.0
811,AFW641,IN,2001-09-08,MICH,MEXICO,2002-02-18,1624.0
812,AFW552,IN,2001-09-08,MICH,MEXICO,2002-02-18,1624.0
813,AFW488,IN,2001-09-08,MICH,MEXICO,2002-01-20,1624.0
814,AHE918,IA,2001-08-26,MICH,MEXICO,2002-03-06,1623.0
815,AHE905,IA,2001-08-26,MICH,MEXICO,2002-02-26,1623.0
816,ACS646,IA,2001-09-02,MICH,MEXICO,2002-03-06,1623.0
817,ACS686,IA,2001-09-02,MICH,MEXICO,2002-02-28,1623.0
818,ACS660,IA,2001-09-02,MICH,MEXICO,2002-02-21,1623.0
819,ACS697,IA,2001-09-02,MICH,MEXICO,2002-01-06,1623.0
820,ACS556,IA,2001-09-01,MICH,MEXICO,2002-03-09,1623.0
821,ACS614,IA,2001-09-01,MICH,MEXICO,2002-03-04,1623.0
822,ACS484,IA,2001-09-01,MICH,MEXICO,2002-02-26,1623.0
823,AFW704,IN,2001-09-08,MICH,MEXICO,2002-02-26,1620.0
824,ABX878,IN,2001-09-02,MICH,MEXICO,2002-02-26,1620.0
825,ACH859,IA,2001-09-05,MICH,MEXICO,2002-03-03,1619.0
826,ACS495,IA,2001-09-01,MICH,MEXICO,2002-03-08,1618.0
827,ACS377,IA,2001-09-22,MICH,MEXICO,2002-02-20,1618.0
828,AIE128,IA,2001-09-30,MICH,MEXICO,2002-03-01,1617.0
829,AIE146,IA,2001-08-31,MICH,MEXICO,2002-01-06,1617.0
830,AIE174,IA,2001-09-07,MICH,MEXICO,2002-03-12,1617.0
831,AIE159,IA,2001-09-07,MICH,MEXICO,2002-03-01,1617.0
832,ACI820,IA,2001-09-04,MICH,MEXICO,2002-02-13,1616.0
833,AEB937,IL,2001-09-11,MICH,MEXICO,2002-03-09,1616.0
834,AHG212,IA,2001-09-20,MICH,MEXICO,2002-02-20,1615.0
835,AHF987,IA,2001-09-03,MICH,MEXICO,2002-03-13,1615.0
836,AIL931,IA,2001-09-04,MICH,MEXICO,2002-03-03,1614.0
837,AIE201,IA,2001-09-07,MICH,MEXICO,2002-03-06,1613.0
838,ACK821,IA,2001-09-02,MICH,MEXICO,2002-02-27,1613.0
839,QW464,IL,,MICH,MEXICO,2002-01-11,1611.0
840,AHG031,IA,2001-09-04,MICH,MEXICO,2002-02-27,1611.0
841,AHF965,IA,2001-09-03,MICH,MEXICO,2002-03-01,1611.0
842,ACB180,WV,2001-09-10,MICH,MEXICO,2002-01-20,1611.0
843,ACM886,IA,2001-09-03,MICH,MEXICO,2002-03-12,1609.0
844,AHH057,SD,2001-09-01,MICH,MEXICO,2002-02-13,1608.0
845,ACT495,IA,2001-09-02,MICH,MEXICO,2002-02-15,1608.0
846,ABL784,NC,2001-09-23,MICH,MEXICO,2002-02-13,1608.0
847,ACI473,IA,2001-09-01,MICH,MEXICO,2002-03-09,1608.0
848,ACI359,IA,2001-08-31,MICH,MEXICO,2002-03-12,1608.0
849,ACI292,IA,2001-08-31,MICH,MEXICO,2002-02-28,1608.0
850,ACI395,IA,2001-08-31,MICH,MEXICO,2002-02-27,1608.0
851,ACI398,IA,2001-08-31,MICH,MEXICO,2002-02-26,1608.0
852,ACI288,IA,2001-08-31,MICH,MEXICO,2002-02-18,1608.0
853,803JP,SD,1999-08-21,MICH,MEXICO,2000-12-01,1608.0
854,AIE757,IL,2001-09-11,MICH,MEXICO,2002-03-06,1606.0
855,ON307,IL,2001-09-01,MICH,MEXICO,2002-02-13,1604.0
856,ACI071,IA,2001-09-17,MICH,MEXICO,2002-02-18,1604.0
857,ACI094,IA,2001-09-13,MICH,MEXICO,2002-03-09,1604.0
858,ACI057,IA,2001-09-13,MICH,MEXICO,2002-03-01,1604.0
859,ACI100,IA,2001-09-10,MICH,MEXICO,2002-03-12,1604.0
860,ACI105,IA,2001-09-10,MICH,MEXICO,2002-02-13,1604.0
861,ACH817,IA,2001-09-05,MICH,MEXICO,2002-03-04,1604.0
862,ACH860,IA,2001-09-05,MICH,MEXICO,2002-02-26,1604.0
863,ACH879,IA,2001-09-05,MICH,MEXICO,2002-02-21,1604.0
864,ACI738,IA,2001-09-04,MICH,MEXICO,2002-03-06,1604.0
865,ACI604,IA,2001-09-04,MICH,MEXICO,2002-03-01,1604.0
866,ACI618,IA,2001-09-04,MICH,MEXICO,2002-03-01,1604.0
867,ACI659,IA,2001-09-04,MICH,MEXICO,2002-02-18,1604.0
868,ACI320,IA,2001-08-31,MICH,MEXICO,2002-03-13,1604.0
869,ACI176,IA,2001-08-05,MICH,MEXICO,2002-02-21,1604.0
870,300TT,IN,2001-09-17,MICH,MEXICO,2002-01-24,1600.0
871,ACC147,IN,2001-09-17,MICH,MEXICO,2002-03-04,1600.0
872,ACH863,IA,2001-09-05,MICH,MEXICO,2002-03-06,1600.0
873,ACH955,IA,2001-09-05,MICH,MEXICO,2002-03-04,1600.0
874,ACI707,IA,2001-09-04,MICH,MEXICO,2002-03-04,1600.0
875,ACI446,IA,2001-09-01,MICH,MEXICO,2002-03-06,1600.0
876,ACI332,IA,2001-08-31,MICH,MEXICO,2002-03-06,1600.0
877,ACI201,IA,2001-09-05,MICH,MEXICO,2002-03-12,1599.0
878,AIE001,IA,2001-09-15,MICH,MEXICO,2002-03-08,1599.0
879,AEA794,IL,2001-09-02,MICH,MEXICO,2002-02-11,1597.0
880,ACN031,IA,2001-09-06,MICH,MEXICO,2002-03-03,1597.0
881,AGG914,IA,2001-09-01,MICH,MEXICO,2002-03-03,1596.0
882,SJ644,IA,2001-09-06,MICH,MEXICO,2002-03-03,1595.0
883,ACM924,IA,2001-09-05,MICH,MEXICO,2002-02-21,1593.0
884,ACG865,IA,2001-09-05,MICH,MEXICO,2002-02-21,1592.0
885,RX454,IA,1997-09-14,MICH,MEXICO,2002-01-11,1592.0
886,ACH061,IA,2001-09-06,MICH,MEXICO,2002-03-04,1591.0
887,ACH058,IA,2001-09-05,MICH,MEXICO,2002-03-04,1591.0
888,ACH054,IA,2001-09-04,MICH,MEXICO,2002-01-20,1591.0
889,ACM675,IA,2001-09-07,MICH,MEXICO,2002-01-21,1590.0
890,ACM764,IA,2001-09-05,MICH,MEXICO,2002-03-09,1587.0
891,ACM811,IA,2001-09-02,MICH,MEXICO,2002-02-20,1587.0
892,AGQ547,IL,2001-09-06,MICH,MEXICO,2002-01-21,1586.0
893,ACH056,IA,2001-09-05,MICH,MEXICO,2002-03-08,1586.0
894,ACH468,IA,2001-09-13,MICH,MEXICO,2002-03-13,1584.0
895,ACH498,IA,2001-09-13,MICH,MEXICO,2002-02-28,1584.0
896,ACH331,IA,2001-09-10,MICH,MEXICO,2002-02-13,1584.0
897,ACH321,IA,2001-09-10,MICH,MEXICO,2002-02-15,1584.0
898,ACH305,IA,2001-09-08,MICH,MEXICO,2002-01-11,1584.0
899,ACH286,IA,2001-09-08,MICH,MEXICO,2002-01-06,1584.0
900,AGQ483,IL,2001-09-08,MICH,MEXICO,2002-03-04,1584.0
901,AGQ462,IL,2001-09-08,MICH,MEXICO,2002-02-18,1584.0
902,AGQ446,IL,2001-09-05,MICH,MEXICO,2002-02-13,1584.0
903,410ZX,IA,2001-09-02,MICH,MEXICO,2002-03-09,1582.0
904,ACN042,IA,2001-09-06,MICH,MEXICO,2002-01-21,1581.0
905,ACH261,IA,2001-09-06,MICH,MEXICO,2002-03-19,1580.0
906,ACH202,IA,2001-09-04,MICH,MEXICO,2002-03-06,1580.0
907,AGG940,IA,2001-09-03,MICH,MEXICO,2002-03-13,1580.0
908,AGG972,IA,2001-09-03,MICH,MEXICO,2002-02-18,1580.0
909,AGG916,IA,2001-09-02,MICH,MEXICO,2002-01-11,1580.0
910,AHR577,IA,2001-09-05,MICH,MEXICO,2002-02-26,1579.0
911,AHR326,IA,2001-09-05,MICH,MEXICO,2002-02-11,1579.0
912,AHR391,IA,2001-09-05,MICH,MEXICO,2002-02-26,1579.0
913,AHR475,IA,2001-09-05,MICH,MEXICO,2002-02-20,1579.0
914,ACO115,IA,2001-08-30,MICH,MEXICO,2002-01-20,1579.0
915,ACO265,IA,2001-09-07,MICH,MEXICO,2002-02-13,1579.0
916,ACO066,IA,2001-09-01,MICH,MEXICO,2002-02-13,1579.0
917,ACO061,IA,2001-08-29,MICH,MEXICO,2002-02-16,1579.0
918,SJ669,IA,2001-09-06,MICH,MEXICO,2002-03-09,1579.0
919,SJ666,IA,2001-09-06,MICH,MEXICO,2002-03-09,1579.0
920,AHR403,IA,2001-09-05,MICH,MEXICO,2002-03-08,1579.0
921,AHR605,IA,2001-09-05,MICH,MEXICO,2002-03-08,1579.0
922,AHR269,IA,2001-09-04,MICH,MEXICO,2002-03-12,1579.0
923,AHR248,IA,2001-09-04,MICH,MEXICO,2002-03-12,1579.0
924,AHR125,IA,2001-09-04,MICH,MEXICO,2002-03-01,1579.0
925,AHR289,IA,2001-09-05,MICH,MEXICO,2002-02-18,1579.0
926,AHR231,IA,2001-09-04,MICH,MEXICO,2002-02-21,1579.0
927,AHR222,IA,2001-09-04,MICH,MEXICO,2002-02-26,1579.0
928,AHR212,IA,2001-09-04,MICH,MEXICO,2002-02-21,1579.0
929,AHR372,IA,2001-09-05,MICH,MEXICO,2002-01-20,1579.0
930,AHR600,IA,2001-09-05,MICH,MEXICO,2002-02-18,1579.0
931,SJ626,IA,2001-09-06,MICH,MEXICO,2002-02-26,1579.0
932,AHR161,IA,2001-09-04,MICH,MEXICO,2002-02-28,1579.0
933,AHR362,IA,2001-09-05,MICH,MEXICO,2002-02-18,1579.0
934,AHR500,IA,2001-09-05,MICH,MEXICO,2002-02-28,1579.0
935,AHR556,IA,2001-09-05,MICH,MEXICO,2002-02-18,1579.0
936,403ZX,IA,2001-09-02,MICH,MEXICO,2002-02-28,1578.0
937,AHP785,NC,2001-09-16,MICH,MEXICO,2002-02-26,1578.0
938,ABL927,NC,2001-08-28,MICH,MEXICO,2002-02-28,1578.0
939,ACO155,IA,2001-08-30,MICH,MEXICO,2002-03-06,1575.0
940,AHR506,IA,2001-09-05,MICH,MEXICO,2002-02-27,1575.0
941,AHR471,IA,2001-09-05,MICH,MEXICO,2002-02-20,1575.0
942,AED386,IL,2001-09-23,MICH,MEXICO,2002-02-26,1575.0
943,AED314,IL,2001-09-10,MICH,MEXICO,2002-03-01,1575.0
944,AED279,IL,2001-09-08,MICH,MEXICO,2002-03-09,1575.0
945,AED271,IL,2001-09-06,MICH,MEXICO,2002-02-11,1575.0
946,AED207,IL,2001-08-31,MICH,MEXICO,2002-03-01,1575.0
947,ACO021,IA,2001-09-05,MICH,MEXICO,2002-01-20,1574.0
948,ACT588,IA,2001-09-18,MICH,MEXICO,2002-03-03,1573.0
949,AHQ882,IA,2001-09-13,MICH,MEXICO,2002-03-03,1571.0
950,AED351,IL,2001-09-20,MICH,MEXICO,2002-02-20,1571.0
951,AHQ804,IA,2001-09-12,MICH,MEXICO,2002-03-09,1570.0
952,ACI790,IA,2001-09-11,MICH,MEXICO,2002-03-08,1569.0
953,ACI785,IA,2001-09-11,MICH,MEXICO,2002-03-04,1569.0
954,ACI755,IA,2001-09-11,MICH,MEXICO,2002-01-20,1569.0
955,ABL939,NC,2001-09-19,MICH,MEXICO,2002-02-26,1568.0
956,ACO223,IA,2001-09-07,MICH,MEXICO,2002-02-26,1566.0
957,ACJ127,IA,2001-09-01,MICH,MEXICO,2002-03-04,1563.0
958,ACJ040,IA,2001-09-14,MICH,MEXICO,2002-03-13,1563.0
959,ACJ048,IA,2001-09-14,MICH,MEXICO,2002-02-21,1563.0
960,ACI945,IA,2001-09-19,MICH,MEXICO,2002-01-20,1563.0
961,ACI942,IA,2001-09-17,MICH,MEXICO,2002-02-27,1563.0
962,ACI914,IA,2001-09-01,MICH,MEXICO,2002-02-18,1563.0
963,AFZ593,IA,2001-08-28,MICH,MEXICO,2002-03-12,1563.0
964,AFZ596,IA,2001-08-28,MICH,MEXICO,2002-02-13,1563.0
965,AFZ544,IA,2001-08-24,MICH,MEXICO,2002-02-26,1563.0
966,ACJ243,IA,2001-09-01,MICH,MEXICO,2002-01-06,1563.0
967,ACI968,IA,2001-09-15,MICH,MEXICO,2002-03-06,1559.0
968,ACI962,IA,2001-09-08,MICH,MEXICO,2002-03-01,1559.0
969,ACJ240,IA,2001-09-01,MICH,MEXICO,2002-01-06,1559.0
970,ACT649,IA,,MICH,MEXICO,2002-02-26,1559.0
971,ACT561,IA,2001-09-20,MICH,MEXICO,2002-02-16,1559.0
972,ACJ065,IA,2001-09-14,MICH,MEXICO,2002-02-26,1559.0
973,AHQ880,IA,2001-09-13,MICH,MEXICO,2002-02-26,1556.0
974,AHQ864,IA,2001-09-12,MICH,MEXICO,2002-02-11,1556.0
975,AIN089,IA,2001-09-05,MICH,MEXICO,2002-03-12,1555.0
976,AIN050,IA,2001-09-05,MICH,MEXICO,2002-03-09,1555.0
977,AIN117,IA,2001-09-05,MICH,MEXICO,2002-03-01,1555.0
978,AIN104,IA,2001-09-05,MICH,MEXICO,2002-02-26,1555.0
979,AIN075,IA,2001-09-05,MICH,MEXICO,2002-02-26,1555.0
980,AIN096,IA,2001-09-05,MICH,MEXICO,2002-02-26,1555.0
981,AIN029,IA,2001-09-05,MICH,MEXICO,2002-02-21,1555.0
982,AEN258,NE,2001-09-09,MICH,MEXICO,2002-02-16,1554.0
983,AEN221,NE,2001-09-08,MICH,MEXICO,2002-03-09,1554.0
984,AEN186,NE,2001-09-06,MICH,MEXICO,2002-02-26,1554.0
985,ACT621,IA,2001-09-18,MICH,MEXICO,2002-03-04,1554.0
986,AED906,IL,2001-09-11,MICH,MEXICO,2002-03-03,1554.0
987,AHQ856,IA,2001-09-11,MICH,MEXICO,2002-02-26,1551.0
988,AEC661,IL,2001-09-21,MICH,MEXICO,2002-03-09,1550.0
989,AEC586,IL,2001-09-11,MICH,MEXICO,2002-01-21,1550.0
990,AHD469,SC,2001-10-27,MICH,MEXICO,2002-01-20,1548.0
991,AER659,NE,2001-09-11,MICH,MEXICO,2002-01-11,1547.0
992,AER642,NE,2001-09-12,MICH,MEXICO,2002-03-13,1547.0
993,AER803,NE,2001-09-11,MICH,MEXICO,2002-02-13,1547.0
994,AER630,NE,2001-09-11,MICH,MEXICO,2002-02-26,1547.0
995,AER745,NE,2001-09-11,MICH,MEXICO,2002-02-20,1547.0
996,AER898,NE,2001-09-12,MICH,MEXICO,2002-02-11,1547.0
997,AER900,NE,2001-09-13,MICH,MEXICO,2002-02-26,1547.0
998,AER692,NE,2001-09-11,MICH,MEXICO,2002-02-26,1547.0
999,AER676,NE,2001-09-11,MICH,MEXICO,2002-03-04,1547.0
1000,AER612,NE,2001-09-12,MICH,MEXICO,2002-01-11,1547.0
1001,AEC677,IL,2001-09-21,MICH,MEXICO,2002-03-01,1546.0
1002,AGH550,IA,2001-08-28,MICH,MEXICO,2002-02-11,1546.0
1003,721QC,SC,2001-10-18,MICH,MEXICO,2002-02-26,1545.0
1004,AIR299,IL,2001-09-22,MICH,MEXICO,2002-02-26,1545.0
1005,AHS767,IL,2001-09-12,MICH,MEXICO,2002-02-26,1545.0
1006,AHS730,IL,2001-09-08,MICH,MEXICO,2002-02-20,1545.0
1007,AER908,NE,2001-09-13,MICH,MEXICO,2002-03-04,1543.0
1008,AED956,IL,2001-09-14,MICH,MEXICO,2002-02-26,1540.0
1009,AED948,IL,2001-09-12,MICH,MEXICO,2002-02-13,1540.0
1010,AEE012,IL,2001-09-15,MICH,MEXICO,2002-03-04,1540.0
1011,ACG970,IA,2001-09-10,MICH,MEXICO,2002-02-26,1539.0
1012,AFM825,WY,2001-08-26,MICH,MEXICO,2002-02-26,1538.0
1013,ACG911,IA,2001-09-04,MICH,MEXICO,2002-02-21,1532.0
1014,ACH020,IA,2001-09-06,MICH,MEXICO,2002-01-21,1532.0
1015,AGH868,IA,2001-09-21,MICH,MEXICO,2002-03-13,1531.0
1016,AGH795,IA,2001-09-12,MICH,MEXICO,2002-03-08,1531.0
1017,AGH664,IA,2001-09-10,MICH,MEXICO,2002-03-09,1531.0
1018,AGH679,IA,2001-09-10,MICH,MEXICO,2002-02-28,1531.0
1019,AGH633,IA,2001-09-09,MICH,MEXICO,2002-02-20,1531.0
1020,AGH360,IA,2001-09-20,MICH,MEXICO,2002-03-12,1531.0
1021,AGE384,IA,2001-09-08,MICH,MEXICO,2002-03-12,1531.0
1022,ACP279,IA,2001-09-18,MICH,MEXICO,2002-03-03,1528.0
1023,ACO905,IA,2001-09-16,MICH,MEXICO,2002-03-03,1528.0
1024,AGH657,IA,2001-09-10,MICH,MEXICO,2002-03-01,1526.0
1025,AGH704,IA,2001-08-10,MICH,MEXICO,2002-02-26,1526.0
1026,AED853,IL,2001-09-02,MICH,MEXICO,2002-03-06,1526.0
1027,PD020,NE,1997-09-17,MICH,MEXICO,2002-01-11,1519.0
1028,ACP060,IA,2001-09-30,MICH,MEXICO,2002-02-13,1512.0
1029,ACO891,IA,2001-09-11,MICH,MEXICO,2002-02-18,1512.0
1030,ACP337,IA,2001-09-08,MICH,MEXICO,2002-02-26,1512.0
1031,AER977,NE,2001-09-12,MICH,MEXICO,2002-03-01,1512.0
1032,AER952,NE,2001-09-12,MICH,MEXICO,2002-01-20,1512.0
1033,AES536,NE,2001-09-22,MICH,MEXICO,2002-01-24,1512.0
1034,AES510,NE,2001-09-21,MICH,MEXICO,2002-03-13,1512.0
1035,AES507,NE,2001-09-21,MICH,MEXICO,2002-03-04,1512.0
1036,AES502,NE,2001-09-20,MICH,MEXICO,2002-02-28,1512.0
1037,AES499,NE,2001-09-20,MICH,MEXICO,2002-02-26,1512.0
1038,AES484,NE,2001-09-20,MICH,MEXICO,2002-01-20,1512.0
1039,AES446,NE,2001-09-19,MICH,MEXICO,2002-02-13,1512.0
1040,AES437,NE,2001-09-18,MICH,MEXICO,2002-01-18,1512.0
1041,AES412,NE,2001-09-17,MICH,MEXICO,2002-02-26,1512.0
1042,AES418,NE,2001-09-17,MICH,MEXICO,2002-02-26,1512.0
1043,AES292,NE,2001-09-14,MICH,MEXICO,2002-02-28,1512.0
1044,AES269,NE,2001-09-13,MICH,MEXICO,2002-02-26,1512.0
1045,AES278,NE,2001-09-13,MICH,MEXICO,2002-02-26,1512.0
1046,AES273,NE,2001-09-13,MICH,MEXICO,2002-01-11,1512.0
1047,AES185,NE,2001-09-12,MICH,MEXICO,2002-03-13,1512.0
1048,AES219,NE,2001-09-12,MICH,MEXICO,2002-02-26,1512.0
1049,AES193,NE,2001-09-12,MICH,MEXICO,2002-02-21,1512.0
1050,AES206,NE,2001-09-12,MICH,MEXICO,2002-02-13,1512.0
1051,AES201,NE,2001-09-12,MICH,MEXICO,2002-01-21,1512.0
1052,AES066,NE,2001-09-10,MICH,MEXICO,2002-03-13,1512.0
1053,AES089,NE,2001-09-10,MICH,MEXICO,2002-03-13,1512.0
1054,ACO400,IA,2001-10-01,MICH,MEXICO,2002-02-26,1512.0
1055,ACO357,IA,2001-09-19,MICH,MEXICO,2002-01-21,1512.0
1056,ACO300,IA,2001-09-12,MICH,MEXICO,2002-03-12,1512.0
1057,ACO323,IA,2001-09-12,MICH,MEXICO,2002-03-04,1512.0
1058,ACO308,IA,2001-09-12,MICH,MEXICO,2002-02-27,1512.0
1059,ACO304,IA,2001-09-12,MICH,MEXICO,2002-02-26,1512.0
1060,ACO288,IA,2001-09-07,MICH,MEXICO,2002-02-26,1512.0
1061,AER999,NE,2001-09-20,MICH,MEXICO,2002-02-27,1508.0
1062,AES456,NE,2001-09-19,MICH,MEXICO,2002-03-06,1508.0
1063,AES119,NE,2001-09-10,MICH,MEXICO,2002-01-22,1508.0
1064,ACO369,IA,2001-09-20,MICH,MEXICO,2002-03-06,1508.0
1065,ACO374,IA,2001-09-20,MICH,MEXICO,2002-03-06,1508.0
1066,ACO368,IA,2001-09-20,MICH,MEXICO,2002-03-04,1508.0
1067,ACO367,IA,2001-09-20,MICH,MEXICO,2002-02-26,1508.0
