,Tag No.,Tagged State,Tagged Date,Reported State,Reported Country,Reported Date,Miles
1416,AEO737,KS,2001-09-19,MICH,MEXICO,2002-02-27,1287.0
1417,AEO734,KS,2001-09-19,MICH,MEXICO,2002-02-18,1287.0
1418,AEQ579,KS,2001-09-15,MICH,MEXICO,2002-03-03,1285.0
1419,AEP006,KS,2001-09-12,MICH,MEXICO,2002-03-13,1282.0
1420,AEO988,KS,2001-09-12,MICH,MEXICO,2002-01-21,1282.0
1421,966IH,KS,2001-09-28,MICH,MEXICO,2001-11-03,1280.0
1422,AEQ145,KS,2001-09-26,MICH,MEXICO,2002-02-28,1279.0
1423,AEQ128,KS,2001-09-21,MICH,MEXICO,2002-03-06,1279.0
1424,AGS630,KS,2001-09-22,MICH,MEXICO,2002-03-09,1271.0
1425,AGS581,KS,2001-09-22,MICH,MEXICO,2002-02-21,1271.0
1426,AGS611,KS,2001-09-22,MICH,MEXICO,2002-02-11,1271.0
1427,SE255,KS,1997-08-21,MICH,MEXICO,2002-01-11,1259.0
1428,AHD840,KS,,MICH,MEXICO,2002-02-28,1257.0
1429,AHD868,KS,2001-09-22,MICH,MEXICO,2002-02-27,1257.0
1430,AHK206,KS,2001-09-22,MICH,MEXICO,2002-01-22,1257.0
1431,PR537,KS,1997-09-13,MICH,MEXICO,2002-01-11,1257.0
1432,AEP691,KS,2001-09-22,MICH,MEXICO,2002-02-26,1257.0
1433,AEP684,KS,2001-09-22,MICH,MEXICO,2002-02-18,1257.0
1434,AHT142,KS,2001-10-03,MICH,MEXICO,2002-02-16,1257.0
1435,AHT135,KS,2001-09-26,MICH,MEXICO,2002-03-13,1257.0
1436,AHT115,KS,2001-09-12,MICH,MEXICO,2002-03-01,1257.0
1437,AHT148,KS,2001-10-03,MICH,MEXICO,2002-01-30,1253.0
1438,ABP880,FL,2001-10-20,MICH,MEXICO,2002-02-18,1242.0
1439,ABQ071,FL,2001-10-27,MICH,MEXICO,2002-01-22,1239.0
1440,AIO981,KS,2001-09-15,MICH,MEXICO,2002-03-12,1233.0
1441,874MY,KS,2001-09-28,MICH,MEXICO,2002-02-20,1233.0
1442,AJU827,KS,2001-10-05,MICH,MEXICO,2002-02-26,1224.0
1443,AJU826,KS,2001-10-03,MICH,MEXICO,2002-02-28,1215.0
1444,AJW333,KS,2001-10-05,MICH,MEXICO,2002-03-11,1215.0
1445,AJU938,KS,2001-10-05,MICH,MEXICO,2002-02-26,1215.0
1446,AJW004,KS,2001-10-05,MICH,MEXICO,2002-02-11,1215.0
1447,AIU337,KS,2001-09-21,MICH,MEXICO,2002-02-27,1212.0
1448,BR165,KS,1998-09-25,MICH,MEXICO,2002-01-06,1211.0
1449,AHI785,AR,2001-09-29,MICH,MEXICO,2002-01-20,1151.0
1450,AHI784,AR,2001-09-29,MICH,MEXICO,2002-03-13,1151.0
1451,318KC,AR,1999-09-22,MICH,MEXICO,,1143.0
1452,AJN090,AR,2001-09-27,MICH,MEXICO,2002-02-28,1143.0
1453,AEY982,OK,2001-10-02,MICH,MEXICO,2002-03-03,1120.0
1454,AEZ034,OK,2001-10-02,MICH,MEXICO,2002-03-03,1120.0
1455,AEY930,OK,2001-10-01,MICH,MEXICO,2002-03-03,1120.0
1456,AEZ731,OK,2001-10-02,MICH,MEXICO,2002-03-03,1120.0
1457,AHL674,OK,2001-10-04,MICH,MEXICO,2002-03-03,1120.0
1458,AHN027,OK,2001-09-27,MICH,MEXICO,2002-03-03,1120.0
1459,AHL360,OK,2001-09-29,MICH,MEXICO,2002-03-03,1110.0
1460,467TF,OK,2000-09-23,MICH,MEXICO,2002-01-06,1105.0
1461,AEY988,OK,2001-10-02,MICH,MEXICO,2002-03-01,1105.0
1462,AEY802,OK,2001-10-01,MICH,MEXICO,2002-02-21,1105.0
1463,AEY880,OK,2001-10-01,MICH,MEXICO,2002-02-16,1105.0
1464,AEY857,OK,2001-10-01,MICH,MEXICO,2002-01-21,1105.0
1465,AEY849,OK,2001-10-01,MICH,MEXICO,2002-01-21,1105.0
1466,AEY649,OK,2001-09-27,MICH,MEXICO,2002-03-12,1105.0
1467,AEY648,OK,2001-09-27,MICH,MEXICO,2002-02-28,1105.0
1468,AEY644,OK,2001-09-27,MICH,MEXICO,2002-02-26,1105.0
1469,AEY709,OK,2001-09-27,MICH,MEXICO,2002-02-26,1105.0
1470,AEY701,OK,2001-09-27,MICH,MEXICO,2002-02-20,1105.0
1471,AEY711,OK,2001-09-27,MICH,MEXICO,2002-02-13,1105.0
1472,AEY614,OK,2001-09-26,MICH,MEXICO,2002-02-18,1105.0
1473,AEY580,OK,2001-09-25,MICH,MEXICO,2002-02-26,1105.0
1474,AEY491,OK,2001-09-25,MICH,MEXICO,2002-02-13,1105.0
1475,AEZ876,OK,2001-10-03,MICH,MEXICO,2002-02-20,1105.0
1476,AEZ864,OK,2001-10-03,MICH,MEXICO,2002-01-21,1105.0
1477,AEZ830,OK,2001-10-03,MICH,MEXICO,2002-01-21,1105.0
1478,AEZ561,OK,2001-10-02,MICH,MEXICO,2002-03-12,1105.0
1479,AEZ743,OK,2001-10-02,MICH,MEXICO,2002-03-04,1105.0
1480,AEZ752,OK,2001-10-02,MICH,MEXICO,2002-02-26,1105.0
1481,AEZ659,OK,2001-10-02,MICH,MEXICO,2002-02-11,1105.0
1482,AEZ713,OK,2001-10-02,MICH,MEXICO,2002-01-24,1105.0
1483,AEZ421,OK,2001-10-01,MICH,MEXICO,2002-02-13,1105.0
1484,AEZ498,OK,2001-10-01,MICH,MEXICO,2002-01-24,1105.0
1485,AJB700,OK,2001-09-30,MICH,MEXICO,2002-03-08,1105.0
1486,AJB703,OK,2001-09-30,MICH,MEXICO,2002-02-21,1105.0
1487,AHM561,OK,2001-10-04,MICH,MEXICO,2002-03-13,1105.0
1488,AHM331,OK,2001-09-30,MICH,MEXICO,2002-03-08,1105.0
1489,AHM331,OK,2001-09-30,MICH,MEXICO,2002-03-08,1105.0
1490,AHM438,OK,2001-09-30,MICH,MEXICO,2002-02-13,1105.0
1491,AHM215,OK,2001-09-30,MICH,MEXICO,2002-01-21,1105.0
1492,AHN069,OK,2001-10-02,MICH,MEXICO,2002-03-04,1105.0
1493,AHN098,OK,2001-10-01,MICH,MEXICO,2002-03-13,1105.0
1494,AHN073,OK,2001-10-01,MICH,MEXICO,2002-03-07,1105.0
1495,AHM685,OK,2001-10-01,MICH,MEXICO,2002-01-28,1105.0
1496,AHN050,OK,2001-09-27,MICH,MEXICO,2002-02-26,1105.0
1497,AHN026,OK,2001-09-27,MICH,MEXICO,2002-02-26,1105.0
1498,AHN000,OK,2001-09-27,MICH,MEXICO,2002-02-20,1105.0
1499,AHO550,OK,2001-09-26,MICH,MEXICO,2002-02-28,1105.0
1500,AHO511,OK,2001-09-26,MICH,MEXICO,2002-02-26,1105.0
1501,AHM775,OK,2001-09-26,MICH,MEXICO,2002-01-24,1105.0
1502,AHO519,OK,2001-09-26,MICH,MEXICO,2002-01-21,1105.0
1503,AHO567,OK,2001-09-26,MICH,MEXICO,2002-01-11,1105.0
1504,AEW731,OK,2001-10-03,MICH,MEXICO,2002-03-03,1105.0
1505,AEW644,OK,2001-10-02,MICH,MEXICO,2002-03-03,1105.0
1506,AHL481,OK,2001-09-30,MICH,MEXICO,2002-03-13,1105.0
1507,AHL531,OK,2001-09-30,MICH,MEXICO,2002-03-01,1105.0
1508,AHL464,OK,2001-09-30,MICH,MEXICO,2002-02-21,1105.0
1509,AHL526,OK,2001-09-30,MICH,MEXICO,2002-02-21,1105.0
1510,AHL532,OK,2001-09-30,MICH,MEXICO,2002-02-21,1105.0
1511,AHL528,OK,2001-09-30,MICH,MEXICO,2002-02-20,1105.0
1512,AHL477,OK,2001-09-30,MICH,MEXICO,2002-02-18,1105.0
1513,AHL117,OK,2001-09-29,MICH,MEXICO,2002-03-13,1105.0
1514,AHL197,OK,2001-09-29,MICH,MEXICO,2002-03-06,1105.0
1515,AHL184,OK,2001-09-29,MICH,MEXICO,2002-03-06,1105.0
1516,AHL390,OK,2001-09-29,MICH,MEXICO,2002-03-01,1105.0
1517,AHL295,OK,2001-09-29,MICH,MEXICO,2002-02-28,1105.0
1518,AHL319,OK,2001-09-29,MICH,MEXICO,2002-02-13,1105.0
1519,AHL266,OK,2001-09-29,MICH,MEXICO,2002-02-11,1105.0
1520,AHL183,OK,2001-09-29,MICH,MEXICO,2002-01-21,1105.0
1521,AHL174,OK,2001-09-29,MICH,MEXICO,2002-02-13,1105.0
1522,AFA319,OK,2001-09-29,MICH,MEXICO,2002-01-11,1104.0
1523,AFA622,OK,2001-09-29,MICH,MEXICO,2002-03-13,1104.0
1524,AFA323,OK,2001-09-26,MICH,MEXICO,2002-02-26,1104.0
1525,AFA450,OK,2001-10-04,MICH,MEXICO,2002-03-13,1104.0
1526,AFA485,OK,2001-10-04,MICH,MEXICO,2002-03-06,1104.0
1527,AFA468,OK,2001-10-04,MICH,MEXICO,2002-02-26,1104.0
1528,AFA641,OK,2001-09-29,MICH,MEXICO,2002-02-11,1104.0
1529,AFA244,OK,2001-09-25,MICH,MEXICO,2002-02-27,1104.0
1530,AFA201,OK,2001-09-23,MICH,MEXICO,2002-02-26,1104.0
1531,AEY995,OK,2001-10-02,MICH,MEXICO,2002-02-26,1100.0
1532,AEY767,OK,2001-09-29,MICH,MEXICO,2002-02-20,1100.0
1533,AEY660,OK,2001-09-26,MICH,MEXICO,2002-02-20,1100.0
1534,AFA688,OK,2001-09-26,MICH,MEXICO,2002-02-26,1100.0
1535,AEZ897,OK,2001-10-03,MICH,MEXICO,2002-02-20,1100.0
1536,AEZ868,OK,2001-10-03,MICH,MEXICO,2002-01-30,1100.0
1537,AEZ714,OK,2001-10-02,MICH,MEXICO,2002-03-06,1100.0
1538,AEZ600,OK,2001-10-02,MICH,MEXICO,2002-02-20,1100.0
1539,AHM577,OK,2001-10-04,MICH,MEXICO,2002-03-04,1100.0
1540,AHM867,OK,2001-10-02,MICH,MEXICO,2002-03-19,1100.0
1541,AHM746,OK,2001-10-02,MICH,MEXICO,2002-03-01,1100.0
1542,AHL215,OK,2001-09-29,MICH,MEXICO,2002-01-30,1100.0
1543,ADX077,AR,,MICH,MEXICO,2002-03-13,1098.0
1544,139PR,AR,,MICH,MEXICO,2002-02-26,1098.0
1545,ADX093,AR,,MICH,MEXICO,2002-02-18,1098.0
1546,646PP,AR,2000-10-02,MICH,MEXICO,2002-01-11,1098.0
1547,AEW470,OK,2001-10-01,MICH,MEXICO,2002-01-21,1090.0
1548,AEW495,OK,2001-09-29,MICH,MEXICO,2002-02-26,1090.0
1549,AEY021,OK,2001-10-04,MICH,MEXICO,2002-03-08,1090.0
1550,AEX999,OK,2001-10-04,MICH,MEXICO,2002-02-26,1090.0
1551,AEX897,OK,2001-10-04,MICH,MEXICO,2002-02-26,1090.0
1552,AEX971,OK,2001-10-04,MICH,MEXICO,2002-01-21,1090.0
1553,AEW725,OK,2001-10-03,MICH,MEXICO,2002-02-26,1090.0
1554,AEW808,OK,2001-10-03,MICH,MEXICO,2002-01-18,1090.0
1555,AEW696,OK,2001-10-02,MICH,MEXICO,2002-03-09,1090.0
1556,AEW590,OK,2001-10-02,MICH,MEXICO,2002-02-26,1090.0
1557,AEW699,OK,2001-10-02,MICH,MEXICO,2002-02-21,1090.0
1558,AEW526,OK,2001-10-01,MICH,MEXICO,2002-02-26,1090.0
1559,AEW532,OK,2001-10-01,MICH,MEXICO,2002-02-21,1090.0
1560,AEW542,OK,2001-10-01,MICH,MEXICO,2002-02-21,1090.0
1561,873TF,OK,2000-09-16,MICH,MEXICO,,1088.0
1562,AEX875,OK,2001-10-04,MICH,MEXICO,2002-03-08,1085.0
1563,AEW617,OK,2001-10-04,MICH,MEXICO,2002-02-27,1085.0
1564,AEX921,OK,2001-10-04,MICH,MEXICO,2002-02-26,1085.0
1565,AEY019,OK,2001-10-04,MICH,MEXICO,2002-02-26,1085.0
1566,AEW724,OK,2001-10-03,MICH,MEXICO,2002-03-08,1085.0
1567,AEW873,OK,2001-10-03,MICH,MEXICO,2002-03-01,1085.0
1568,AEW680,OK,2001-10-02,MICH,MEXICO,2002-03-08,1085.0
1569,AEW686,OK,2001-10-02,MICH,MEXICO,2002-02-27,1085.0
1570,AJL101,MN,2001-10-16,TX,USA,2001-11-04,1063.0
1571,AJC550,ONT,2001-09-15,FL,USA,2001-10-09,991.0
1572,263TG,TX,2001-10-13,MICH,MEXICO,2002-02-26,962.0
1573,ABW918,OH,2001-08-31,TX,USA,2001-10-04,954.0
1574,AGU369,TX,2001-09-29,MICH,MEXICO,2002-03-03,948.0
1575,AFA895,TX,2001-09-25,MICH,MEXICO,2002-02-11,944.0
1576,AFA885,TX,2001-09-25,MICH,MEXICO,2002-01-20,944.0
1577,AJN474,TX,2001-10-10,MICH,MEXICO,2002-02-26,943.0
1578,AJN326,TX,2001-10-01,MICH,MEXICO,2002-02-26,943.0
1579,AJN324,TX,2001-10-01,MICH,MEXICO,2002-01-24,943.0
1580,AJN467,TX,2001-10-10,MICH,MEXICO,2002-03-13,943.0
1581,AJN432,TX,2001-10-03,MICH,MEXICO,2002-02-14,943.0
1582,AJN409,TX,2001-10-02,MICH,MEXICO,2002-03-04,943.0
1583,AJN547,TX,2001-10-15,MICH,MEXICO,2002-02-20,939.0
1584,AJN363,TX,2001-10-01,MICH,MEXICO,2002-03-08,939.0
1585,AFB188,TX,2001-09-26,MICH,MEXICO,2002-03-03,937.0
1586,AGU145,TX,2001-10-20,MICH,MEXICO,2002-03-01,934.0
1587,AGU632,TX,2001-10-21,MICH,MEXICO,2002-03-04,933.0
1588,AGU608,TX,2001-10-19,MICH,MEXICO,2002-01-21,933.0
1589,AGU587,TX,2001-10-17,MICH,MEXICO,2002-02-13,933.0
1590,AGU575,TX,2001-10-16,MICH,MEXICO,2002-03-01,933.0
1591,AGU572,TX,2001-10-15,MICH,MEXICO,2002-02-27,933.0
1592,AGU526,TX,2001-10-12,MICH,MEXICO,2002-03-12,933.0
1593,AGU521,TX,2001-10-12,MICH,MEXICO,2002-03-01,933.0
1594,AGU500,TX,2001-10-12,MICH,MEXICO,2002-02-26,933.0
1595,AGU465,TX,2001-10-10,MICH,MEXICO,2002-01-20,933.0
1596,AGU380,TX,2001-09-30,MICH,MEXICO,2002-01-21,933.0
1597,ACH684,TX,2001-10-23,MICH,MEXICO,2002-03-12,933.0
1598,AGU619,TX,2001-10-20,MICH,MEXICO,2002-02-20,929.0
1599,AGU467,TX,2001-10-10,MICH,MEXICO,2002-02-20,929.0
1600,AGU042,TX,2001-10-21,MICH,MEXICO,2002-02-13,928.0
1601,536OQ,TX,1999-10-03,MICH,MEXICO,2002-02-26,923.0
1602,AFB277,TX,2001-09-28,MICH,MEXICO,2002-01-31,921.0
1603,AFB161,TX,2001-09-26,MICH,MEXICO,2002-03-13,921.0
1604,AFB177,TX,2001-09-26,MICH,MEXICO,2002-02-13,921.0
1605,AIH018,TX,2001-10-04,MICH,MEXICO,2002-02-26,919.0
1606,AIH004,TX,2001-10-04,MICH,MEXICO,2002-02-13,919.0
1607,AFB159,TX,2001-09-26,MICH,MEXICO,2002-02-26,917.0
1608,AIG986,TX,2001-10-07,MICH,MEXICO,2002-03-19,915.0
1609,AIH010,TX,2001-10-04,MICH,MEXICO,2002-01-22,915.0
1610,AIH014,TX,2001-10-04,MICH,MEXICO,2002-01-11,915.0
1611,AGB814,MN,2001-08-17,TX,USA,2001-09-27,910.0
1612,AIH101,TX,2001-09-25,MICH,MEXICO,2002-03-14,900.0
1613,AJP260,TX,2001-10-09,MICH,MEXICO,2002-03-03,900.0
1614,AFL753,TX,2001-10-07,MICH,MEXICO,2002-03-03,900.0
1615,AJO521,TX,2001-10-08,MICH,MEXICO,2002-01-20,891.0
1616,AIH449,TX,2001-10-01,MICH,MEXICO,2002-02-13,884.0
1617,AIH427,TX,2001-09-29,MICH,MEXICO,2002-03-13,884.0
1618,AIH399,TX,2001-09-29,MICH,MEXICO,2002-03-04,884.0
1619,AIH464,TX,2001-09-29,MICH,MEXICO,2002-02-27,884.0
1620,AIH411,TX,2001-09-29,MICH,MEXICO,2002-02-26,884.0
1621,AIH428,TX,2001-09-29,MICH,MEXICO,2002-01-21,884.0
1622,AIH420,TX,2001-09-29,MICH,MEXICO,2002-01-20,884.0
1623,AIH201,TX,2001-09-26,MICH,MEXICO,2002-03-13,884.0
1624,AIH196,TX,2001-09-26,MICH,MEXICO,2002-03-12,884.0
1625,AIH316,TX,2001-09-26,MICH,MEXICO,2002-03-01,884.0
1626,AIH274,TX,2001-09-26,MICH,MEXICO,2002-02-26,884.0
1627,AIH227,TX,2001-09-26,MICH,MEXICO,2002-02-26,884.0
1628,AIH215,TX,2001-09-26,MICH,MEXICO,2002-02-20,884.0
1629,AIH233,TX,2001-09-26,MICH,MEXICO,2002-02-11,884.0
1630,AIH226,TX,2001-09-26,MICH,MEXICO,2002-01-21,884.0
1631,AIH064,TX,2001-09-25,MICH,MEXICO,2002-03-12,884.0
1632,AIH153,TX,2001-09-25,MICH,MEXICO,2002-03-12,884.0
1633,AIH071,TX,2001-09-25,MICH,MEXICO,2002-02-26,884.0
1634,AIH049,TX,2001-09-25,MICH,MEXICO,2002-02-11,884.0
1635,AIH152,TX,2001-09-25,MICH,MEXICO,2002-01-21,884.0
1636,AIH112,TX,2001-09-05,MICH,MEXICO,2002-02-26,884.0
1637,AJP247,TX,2001-10-09,MICH,MEXICO,2002-02-26,884.0
1638,AFL872,TX,2001-10-08,MICH,MEXICO,2002-03-01,884.0
1639,AFL857,TX,2001-10-08,MICH,MEXICO,2002-02-26,884.0
1640,AFL873,TX,2001-10-08,MICH,MEXICO,2002-01-20,884.0
1641,AFL820,TX,2001-10-07,MICH,MEXICO,2002-03-09,884.0
1642,AFL823,TX,2001-10-07,MICH,MEXICO,2002-02-26,884.0
1643,AIH456,TX,2001-10-01,MICH,MEXICO,2002-03-08,880.0
1644,AIH466,TX,2001-09-29,MICH,MEXICO,2002-02-20,880.0
1645,AIH538,TX,2001-09-26,MICH,MEXICO,2002-02-27,880.0
1646,AIH035,TX,2001-09-25,MICH,MEXICO,2002-02-20,880.0
1647,AGE086,TX,2001-10-07,MICH,MEXICO,2002-02-27,880.0
1648,AFL763,TX,2001-10-07,MICH,MEXICO,2002-02-26,880.0
1649,AGZ411,TX,2001-09-29,MICH,MEXICO,2002-03-03,866.0
1650,AGZ013,TX,2001-09-25,MICH,MEXICO,2002-03-03,866.0
1651,AFL910,TX,2001-10-02,MICH,MEXICO,2002-02-13,862.0
1652,AHA103,TX,2001-10-03,MICH,MEXICO,2002-03-12,856.0
1653,AHA081,TX,2001-10-03,MICH,MEXICO,2002-03-01,856.0
1654,AGZ501,TX,,MICH,MEXICO,2002-03-06,851.0
1655,AGY940,TX,2001-09-29,MICH,MEXICO,2002-02-20,850.0
1656,AGY935,TX,2001-09-29,MICH,MEXICO,2002-02-18,850.0
1657,AGZ305,TX,2001-09-29,MICH,MEXICO,2002-02-13,850.0
1658,AGZ388,TX,2001-09-29,MICH,MEXICO,2002-01-21,850.0
1659,AGY939,TX,2001-09-29,MICH,MEXICO,2002-01-20,850.0
1660,AGZ531,TX,2001-09-29,MICH,MEXICO,2002-02-26,850.0
1661,AGZ564,TX,2001-09-29,MICH,MEXICO,2002-02-13,850.0
1662,AGZ551,TX,2001-09-29,MICH,MEXICO,2002-01-06,850.0
1663,AGZ471,TX,2001-09-30,MICH,MEXICO,2002-01-11,850.0
1664,AGZ606,TX,2001-10-02,MICH,MEXICO,2002-03-04,850.0
1665,AGZ600,TX,2001-10-02,MICH,MEXICO,2002-02-28,850.0
1666,AGZ605,TX,2001-10-02,MICH,MEXICO,2002-02-27,850.0
1667,AHA070,TX,2001-10-02,MICH,MEXICO,2002-02-27,850.0
1668,AHA028,TX,2001-10-02,MICH,MEXICO,2002-02-26,850.0
1669,AGZ615,TX,2001-10-02,MICH,MEXICO,2002-02-26,850.0
1670,AHA015,TX,2001-10-02,MICH,MEXICO,2002-02-26,850.0
1671,AHA067,TX,2001-10-02,MICH,MEXICO,2002-02-18,850.0
1672,AGZ628,TX,2001-10-02,MICH,MEXICO,2002-01-24,850.0
1673,AGZ491,TX,2001-09-30,MICH,MEXICO,2002-03-08,850.0
1674,AGZ191,TX,2001-09-28,MICH,MEXICO,2002-02-26,850.0
1675,AGZ184,TX,2001-09-28,MICH,MEXICO,2002-01-21,850.0
1676,AGZ094,TX,2001-09-25,MICH,MEXICO,2002-02-21,850.0
1677,AGZ067,TX,2001-09-25,MICH,MEXICO,2002-02-20,850.0
1678,AGY876,TX,2001-09-25,MICH,MEXICO,2002-01-21,850.0
1679,AGY962,TX,2001-09-29,MICH,MEXICO,2002-02-26,846.0
1680,AHA100,TX,2001-10-03,MICH,MEXICO,2002-02-26,846.0
1681,AHA043,TX,2001-10-02,MICH,MEXICO,2002-03-04,846.0
1682,AGZ337,TX,2001-09-29,MICH,MEXICO,2002-03-08,846.0
1683,AGZ136,TX,2001-09-28,MICH,MEXICO,2002-02-26,846.0
1684,AGZ031,TX,2001-09-25,MICH,MEXICO,2002-03-08,846.0
1685,AJO430,TX,2001-09-30,MICH,MEXICO,2002-03-03,830.0
1686,AJO654,TX,2001-09-29,MICH,MEXICO,2002-03-03,830.0
1687,AJO447,TX,2001-09-30,MICH,MEXICO,2002-01-20,814.0
1688,AJO371,TX,2001-09-30,MICH,MEXICO,2002-03-09,814.0
1689,AJO685,TX,2001-09-30,MICH,MEXICO,2002-03-04,814.0
1690,AJO697,TX,2001-09-30,MICH,MEXICO,2002-02-20,814.0
1691,AJO607,TX,2001-09-29,MICH,MEXICO,2002-03-13,814.0
1692,AJO336,TX,2001-09-29,MICH,MEXICO,2002-03-12,814.0
1693,AJO577,TX,2001-09-29,MICH,MEXICO,2002-03-09,814.0
1694,AJO606,TX,2001-09-29,MICH,MEXICO,2002-03-01,814.0
1695,AJO617,TX,2001-09-29,MICH,MEXICO,2002-02-13,814.0
1696,AJO331,TX,2001-09-29,MICH,MEXICO,2002-02-11,814.0
1697,AJO667,TX,2001-09-29,MICH,MEXICO,2002-02-11,814.0
1698,AJO649,TX,2001-09-29,MICH,MEXICO,2002-01-18,814.0
1699,AJO339,TX,2001-09-29,MICH,MEXICO,2002-03-04,810.0
1700,AJO663,TX,2001-09-29,MICH,MEXICO,2002-02-20,810.0
1701,AFC551,TX,2001-10-01,MICH,MEXICO,2002-02-26,802.0
1702,AFC547,TX,,MICH,MEXICO,2002-02-26,798.0
1703,AFC550,TX,2001-09-27,MICH,MEXICO,2002-03-04,798.0
1704,AGW110,TX,2001-10-28,MICH,MEXICO,2002-03-12,782.0
1705,AGW111,TX,2001-10-28,MICH,MEXICO,2002-02-26,782.0
1706,AFB725,TX,2001-10-06,MICH,MEXICO,2002-01-20,775.0
1707,AFE294,TX,2001-10-14,MICH,MEXICO,2002-02-26,766.0
1708,AFE265,TX,2001-10-14,MICH,MEXICO,2002-02-26,766.0
1709,AFE287,TX,2001-10-14,MICH,MEXICO,2002-02-16,766.0
1710,AIR416,TX,2001-10-14,MICH,MEXICO,2002-03-12,753.0
1711,AIR502,TX,2001-10-14,MICH,MEXICO,2002-03-09,753.0
1712,AIR431,TX,2001-10-14,MICH,MEXICO,2002-02-26,753.0
1713,AIR576,TX,2001-10-14,MICH,MEXICO,2002-02-13,753.0
1714,AIR334,TX,2001-10-07,MICH,MEXICO,2002-03-08,753.0
1715,AGX633,TX,2001-10-14,MICH,MEXICO,,753.0
1716,AIR590,TX,2001-10-16,MICH,MEXICO,2002-03-04,748.0
1717,AIR352,TX,2001-10-07,MICH,MEXICO,2002-03-04,748.0
1718,AIR300,TX,2001-10-06,MICH,MEXICO,2002-03-01,748.0
1719,AJP603,TX,2001-10-06,MICH,MEXICO,2002-02-21,741.0
1720,AJP545,TX,2001-10-05,MICH,MEXICO,2002-02-26,741.0
1721,AFK808,TX,2001-10-13,MICH,MEXICO,2002-03-03,689.0
1722,ADT172,TX,2001-10-15,MICH,MEXICO,2002-03-08,689.0
1723,AGX207,TX,2001-10-15,MICH,MEXICO,2002-02-26,687.0
1724,AHX675,TX,2001-10-07,MICH,MEXICO,2002-03-13,687.0
1725,ACC303,TX,2001-10-07,MICH,MEXICO,2002-02-27,687.0
1726,AHX725,TX,2001-10-07,MICH,MEXICO,2002-02-26,687.0
1727,AFB568,TX,2001-10-07,MICH,MEXICO,2002-02-21,687.0
1728,AHX695,TX,2001-10-07,MICH,MEXICO,2002-02-11,687.0
1729,AFB458,TX,2001-10-07,MICH,MEXICO,2002-03-06,682.0
1730,ACC311,TX,2001-10-07,MICH,MEXICO,2002-03-06,682.0
1731,AFL295,TX,2001-10-15,MICH,MEXICO,2002-02-28,673.0
1732,AFL290,TX,2001-10-15,MICH,MEXICO,2002-02-28,673.0
1733,AFK814,TX,2001-10-13,MICH,MEXICO,2002-03-13,673.0
1734,AFK925,TX,2001-10-13,MICH,MEXICO,2002-03-12,673.0
1735,AFK875,TX,2001-10-13,MICH,MEXICO,2002-02-26,673.0
1736,AFK843,TX,2001-10-13,MICH,MEXICO,2002-02-26,673.0
1737,AFL250,TX,2001-10-13,MICH,MEXICO,2002-02-26,673.0
1738,AFK382,TX,2001-10-13,MICH,MEXICO,2002-02-15,673.0
1739,AFK823,TX,2001-10-13,MICH,MEXICO,2002-02-13,673.0
1740,AFK352,TX,2001-10-13,MICH,MEXICO,2002-02-13,673.0
1741,AFK319,TX,2001-10-13,MICH,MEXICO,2002-01-31,673.0
1742,AFK805,TX,2001-10-13,MICH,MEXICO,2002-01-24,673.0
1743,AFK839,TX,2001-10-13,MICH,MEXICO,2002-01-21,673.0
1744,AFK772,TX,2001-10-13,MICH,MEXICO,2002-01-11,673.0
1745,AFK301,TX,2001-10-03,MICH,MEXICO,2002-02-21,673.0
1746,AFK287,TX,2001-10-03,MICH,MEXICO,2002-01-11,673.0
1747,AGX977,TX,2001-10-03,MICH,MEXICO,2002-03-08,673.0
1748,985JL,TX,1999-10-14,MICH,MEXICO,2002-01-11,673.0
1749,AGY070,TX,,MICH,MEXICO,2002-01-21,673.0
1750,AGY256,TX,2001-10-24,MICH,MEXICO,2002-03-12,673.0
1751,AGY251,TX,2001-10-23,MICH,MEXICO,2002-02-18,673.0
1752,AGY127,TX,2001-10-12,MICH,MEXICO,2002-02-28,673.0
1753,AGY156,TX,2001-10-12,MICH,MEXICO,2002-02-26,673.0
1754,AGY038,TX,2001-10-03,MICH,MEXICO,2002-03-13,673.0
1755,AGX996,TX,2001-10-03,MICH,MEXICO,2002-02-13,673.0
1756,AGX893,TX,2001-10-02,MICH,MEXICO,2002-02-26,673.0
1757,AGX836,TX,2001-10-02,MICH,MEXICO,2002-02-21,673.0
1758,AGX958,TX,2001-10-02,MICH,MEXICO,2002-02-21,673.0
1759,AGX877,TX,2001-10-02,MICH,MEXICO,2002-02-13,673.0
1760,ADT188,TX,2001-10-15,MICH,MEXICO,2002-02-26,673.0
1761,AFK794,TX,2001-10-13,MICH,MEXICO,2002-03-19,668.0
1762,AFK760,TX,2001-10-13,MICH,MEXICO,2002-03-04,668.0
1763,AFK793,TX,2001-10-13,MICH,MEXICO,2002-02-26,668.0
1764,AFK894,TX,2001-10-13,MICH,MEXICO,2002-01-22,668.0
1765,AGY125,TX,2001-10-12,MICH,MEXICO,2002-03-01,668.0
1766,AGY188,TX,2001-10-16,MICH,MEXICO,2002-03-19,668.0
1767,AGY123,TX,2001-10-12,MICH,MEXICO,2002-03-12,668.0
1768,AGY147,TX,2001-10-12,MICH,MEXICO,2002-03-06,668.0
1769,AGY080,TX,2001-10-12,MICH,MEXICO,2002-02-27,668.0
1770,AGX871,TX,2001-10-02,MICH,MEXICO,2002-02-27,668.0
