Tag No.,Tag State,Tag Date,Report State,Report Country,Report Date,Miles
ZG579,OK,1998-10-12,Michoacán,MEXICO,1999-02-19,1077
DL420,TX,1998-10-19,Michoacán,MEXICO,1999-02-10,947
DL350,TX,1998-10-15,Michoacán,MEXICO,1999-02-19,947
DL524,TX,1998-10-15,Michoacán,MEXICO,1999-02-19,947
NL413,TX,1998-10-07,Michoacán,MEXICO,1999-02-17,942
NL427,TX,1998-10-10,Michoacán,MEXICO,1999-02-17,942
NL429,TX,1998-10-10,Michoacán,MEXICO,1999-02-10,942
NL491,TX,1998-10-17,Michoacán,MEXICO,1999-04-05,942
EG993,TX,1998-10-11,Michoacán,MEXICO,1999-04-05,942
EH006,TX,1998-10-11,Michoacán,MEXICO,1999-04-05,942
ZL261,TX,1998-10-07,Michoacán,MEXICO,1999-04-05,942
QO275,TX,1998-10-02,Michoacán,MEXICO,1999-02-10,930
UW248,TX,1998-10-28,Michoacán,MEXICO,1999-02-20,902
UW325,TX,1998-10-12,Michoacán,MEXICO,1999-04-05,902
UW367,TX,1998-10-13,Michoacán,MEXICO,1999-03-10,902
UW388,TX,1998-10-19,Michoacán,MEXICO,1999-03-11,902
UO592,TX,1998-10-18,Michoacán,MEXICO,1999-03-10,892
US132,TX,1998-10-19,Michoacán,MEXICO,1999-02-10,892
YC355,TX,1998-10-03,Michoacán,MEXICO,1999-03-03,892
YC692,TX,1998-10-17,Michoacán,MEXICO,1999-02-20,892
YC704,TX,1998-10-17,Michoacán,MEXICO,1999-04-05,892
ET978,TX,1998-10-25,Michoacán,MEXICO,1999-02-20,872
UK629,TX,1998-10-11,Michoacán,MEXICO,1999-02-10,872
DG244,TX,1998-10-14,Michoacán,MEXICO,1999-03-10,849
ZL487,TX,1998-10-19,Michoacán,MEXICO,1999-02-10,823
zz453,TX,1998-10-14,,MEXICO,1999-01-29,791
ZZ482,TX,1998-10-16,Michoacán,MEXICO,1999-03-10,757
CB726,IA,1998-09-11,TX,USA,1998-09-26,610
ZM264,TX,1998-10-17,Michoacán,MEXICO,1999-03-01,590
WC113,KY,1998-09-10,KS,USA,1998-09-30,546
HA207,Nuevo Leon,1996-10-23,Michoacán,MEXICO,1998-12-15,428
DL842,Coahuila,1998-10-27,Michoacán,MEXICO,1999-03-11,411
DL845,Coahuila,1998-10-27,Michoacán,MEXICO,1999-03-11,411
DL958,Coahuila,1998-10-30,Michoacán,MEXICO,1999-02-19,411
DM021,Coahuila,1998-11-03,Michoacán,MEXICO,1999-03-10,411
WC309,MA,1998-09-27,VA,USA,1998-10-08,334
NW260,NY,1998-09-11,,USA,1998-09-23,257
YY967,NY,1998-09-18,NY,USA,1998-09-22,252
zzo5o,CT,1998-08-24,PA,USA,1998-08-29,242
WE923,CT,1998-09-16,PA,USA,1998-10-06,240
CF842,,1998-09-24,KS,USA,1998-10-02,171
CC501,VA,1998-09-25,,USA,1998-10-30,167
ZF048,NE,1998-09-24,IA,USA,1998-10-05,158
NQ674,MD,1998-09-27,VA,USA,1998-09-30,145
WK015,CT,1998-09-15,NJ,USA,1998-09-21,128
AXll0,OK,1998-09-12,TX,USA,1998-09-19,122
EA219,NJ,1998-10-07,NJ,USA,1998-10-20,103
EA219,NJ,1998-10-07,NJ,USA,1998-10-20,103
yy979,PA,1998-08-29,PA,USA,1998-09-19,69
WT327,VA,1998-09-11,VA,USA,1998-09-26,61
CO014,NJ,1998-10-07,NJ,USA,1998-10-11,60
WF598,NJ,1998-09-23,NJ,USA,1998-09-30,57
WG394,ME,1998-09-11,NH,USA,1998-09-16,51
EZ366,WI,1998-10-23,IL,USA,1998-11-01,42
ZM182,TX,1998-11-22,TX,USA,1998-11-23,26
UW915,TX,1998-10-16,TX,USA,1998-11-26,26
xc447,WI,1998-09-03,WI,USA,,24
YN243,MN,1998-08-15,,USA,1998-08-18,23
DB773,MN,1998-10-08,MN,USA,1998-10-10,19
WM633,PA,1998-09-19,PA,USA,1998-09-20,13
NK068,,,TX,USA,1998-09-28,
XZ846,,,Michoacán,MEXICO,1998-12-30,
MW320,,,Michoacán,MEXICO,1999-02-10,
BF679,,,Michoacán,MEXICO,1999-02-19,
CQ406,,,Michoacán,MEXICO,1999-03-03,
OL470,,,Michoacán,MEXICO,1999-02-17,
BF077,,,Michoacán,MEXICO,1998-12-28,
DA348,,,Michoacán,MEXICO,1999-03-01,
DA382,,,Michoacán,MEXICO,1999-03-01,
NK076,,,Michoacán,MEXICO,1999-02-10,
SK300,,,Michoacán,MEXICO,1999-02-19,
CB963,,,Michoacán,MEXICO,1999-04-05,
